time,GHB_2_6_10,GHB_3_6_10,ESTUARY2,ESTUARY3
6.833333333333,-425.2988789620612,-8018.399591760106,-6371.915720902671,-120793.4701324780
6.916666666667,-405.6571953051827,-7516.657586957529,-6077.236718614452,-113271.8260883290
7.000000000000,-410.3433012879518,-8020.217098760685,-6147.478882210372,-120829.6980543962
7.083333333333,-433.2133080998796,-8980.648127702681,-6490.485088850668,-135240.5987129362
7.166666666667,-452.6184295637725,-9508.082585300237,-6781.520308627816,-143156.5141208957
7.250000000000,-450.0160058434202,-9102.779220823093,-6742.439910083902,-137081.3713376798
7.333333333333,-428.9549721732723,-8196.161943849595,-6426.476363403776,-123486.5683323986
7.416666666667,-409.8981720292654,-7656.455295541777,-6140.575247622947,-115395.4688894601
7.500000000000,-411.1949220185702,-7997.363878141838,-6159.980930917817,-120513.5979034965
7.583333333333,-432.6724708974155,-8930.855342652094,-6482.104220541438,-134520.4262690275
7.666666666667,-453.1619692459926,-9524.957425847129,-6789.409516861222,-143436.3713862823
7.750000000000,-454.1584451188219,-9257.009238515548,-6804.317545712384,-139421.5636415232
7.833333333333,-432.0925730239416,-8267.131485037635,-6473.285661137079,-124577.8641561033
7.916666666667,-408.8588555312907,-7559.936995556744,-6124.734118554232,-113974.4689296668
8.000000000000,-405.7392077203844,-7773.580187129308,-6077.896844422122,-117183.6478458156
8.083333333333,-425.6323705598894,-8711.844316596900,-6376.257852016028,-131262.0965383876
8.166666666667,-448.0160167755718,-9423.217807387022,-6711.979731492826,-141937.1352128809
8.250000000000,-452.7076402051770,-9295.631731877182,-6782.319929810494,-140027.7733630810
8.333333333333,-434.9870224836006,-8434.293249991148,-6516.472048362928,-127112.1722936867
8.416666666667,-413.4912168326434,-7730.823698764365,-6193.993982606675,-116564.6617412625
8.500000000000,-407.6301388129997,-7793.024709461701,-6106.039152448993,-117502.2263081225
8.583333333333,-425.1343989211611,-8652.627219216711,-6368.570279834576,-130400.7728051330
8.666666666667,-447.8773363092480,-9409.322903017117,-6709.685619998821,-141755.6622134272
8.750000000000,-455.7737030478312,-9413.965669655527,-6828.101695930543,-141829.7418977180
8.833333333333,-439.2065735098716,-8562.822087375802,-6579.560645305262,-129067.0717044098
8.916666666667,-413.7983311332218,-7679.766471569235,-6198.399438407396,-115825.7890040556
9.000000000000,-403.4526262494978,-7601.814812017840,-6043.178073082025,-114661.0940825760
9.083333333333,-417.8454275230637,-8402.652814903697,-6259.033125755024,-126678.3009807715
9.166666666667,-441.8174975169257,-9266.821446851600,-6618.581524930444,-139645.4780744555
9.250000000000,-453.3396266806064,-9422.070836955927,-6791.380913406103,-141978.8817539119
9.333333333333,-441.0045089235030,-8700.510116786470,-6606.317247320875,-131160.1963809724
9.416666666667,-418.5093144670702,-7871.345542386425,-6268.848754679470,-118727.5353011596
9.500000000000,-406.0151843675666,-7653.074111446328,-6081.396957751784,-115458.3189355828
9.583333333333,-417.8665486152829,-8358.416086616429,-6259.133148540424,-126043.2812887414
9.666666666667,-441.1683391845078,-9225.166059758010,-6608.630915199874,-139049.3063111992
9.750000000000,-455.6231646722502,-9512.965979045850,-6825.425006891093,-143371.0495323876
9.833333333333,-445.4941174948769,-8849.839339359494,-6673.456655595131,-133428.9326747991
9.916666666667,-420.1235190143412,-7872.056849101203,-6292.860258986158,-118767.0598707652
10.00000000000,-402.8928897559691,-7488.383257857613,-6034.363287693947,-113016.8771350695
10.08333333333,-411.0579876542724,-8109.955829241249,-6156.807778545757,-122345.3684388371
10.16666666667,-434.6212891989386,-9051.412659628249,-6510.231371258204,-136472.0583979995
10.25000000000,-452.0763616163320,-9478.094485125612,-6772.033234616980,-142877.0789655320
10.33333333333,-445.9669265554330,-8947.937602963746,-6680.363601247685,-134929.5470892891
10.41666666667,-424.1375682272628,-8055.744809339840,-6352.890357576049,-121551.5541440447
10.50000000000,-406.6399841165261,-7601.502063367127,-6090.392875325955,-114742.8737235333
10.58333333333,-411.6340591392203,-8079.331841574303,-6165.275013246714,-121915.2720551016
10.66666666667,-434.0368386455439,-9003.779796369008,-6501.293883577291,-135786.8784729418
10.75000000000,-453.0449698278528,-9513.474373076455,-6786.395346651526,-143437.1319305034
10.83333333333,-450.4089365861298,-9109.568677597221,-6746.831018321201,-137383.3994540643
10.91666666667,-426.7621584784706,-8101.447890066152,-6392.099830289178,-122266.5251728798
11.00000000000,-405.0385519361358,-7487.024232688691,-6066.214423145007,-113055.1852341830
11.08333333333,-405.4009306125195,-7803.624331673314,-6072.878050043276,-118146.4094785742
11.16666666667,-426.9146107611445,-8739.368886654334,-6396.747400287169,-132462.7517580406
11.25000000000,-447.9645295687515,-9349.621894317646,-6713.218208027870,-141780.0675765434
11.33333333333,-449.2601209658952,-9082.338394302549,-6733.034678745487,-137859.5623205652
11.41666666667,-429.5987544289160,-8178.880908256035,-6438.301516815616,-124357.2750538519
11.50000000000,-409.0979371879642,-7547.287833007595,-6130.876396688560,-114913.2781962751
11.58333333333,-406.4773218904780,-7736.734218015887,-6091.607606320785,-117774.7675005366
11.66666666667,-426.1986271270515,-8646.250556683206,-6387.448126967613,-131431.8245082527
11.75000000000,-448.0212541163364,-9328.081695125129,-6714.797855492486,-141670.4651043498
11.83333333333,-452.7805813219685,-9205.760198657623,-6786.187884546676,-139844.9666750251
11.91666666667,-433.2645519579964,-8272.574246496577,-6493.436564397967,-125855.4079173846
12.00000000000,-408.6943804846221,-7468.246680099972,-6124.866479143870,-113798.0358348066
12.08333333333,-401.7320172981765,-7529.942387920410,-6020.414296631649,-114730.4922998653
12.16666666667,-418.9263633405214,-8405.111383248481,-6278.318499673937,-127864.5889834647
12.25000000000,-442.3825017882536,-9204.491477277090,-6630.153598552389,-139861.4720517294
12.33333333333,-450.6351108991063,-9221.121967358962,-6753.934147194825,-140116.8624872822
12.41666666667,-435.7013189679556,-8430.778624771190,-6529.912866336483,-128267.5360100815
12.50000000000,-413.3924404660338,-7650.052315518649,-6195.261329482600,-116562.4216441532
12.58333333333,-404.0317155264304,-7567.719342297618,-6054.833768483223,-115333.1426224728
12.66666666667,-418.5815707086542,-8348.144451775041,-6273.071590948718,-127045.1010266581
12.75000000000,-441.8742610718666,-9173.095220294173,-6622.457356894540,-139424.7908820435
12.83333333333,-420.3989675490976,-8026.892126687919,-6300.316088237126,-122237.1811377548
12.91666666667,-442.0528436054370,-9039.563684555189,-6625.118948967045,-137432.6599774942
13.00000000000,-415.6589060985475,-7782.172128266975,-6229.198238093482,-118577.3459229177
13.08333333333,-400.5730150814915,-7430.413994559189,-6002.898472195522,-113306.7571461244
13.16666666667,-411.6397162675869,-8120.559307870166,-6168.894961250562,-123664.8613427680
13.25000000000,-435.5120135802102,-9022.120351786771,-6526.982515100981,-137194.2354441981
13.33333333333,-450.4442497878396,-9325.831593506879,-6750.970669772092,-141755.8552257301
13.41666666667,-441.1758176143852,-8690.373575484158,-6611.944266540801,-132229.9972058244
13.50000000000,-418.8604316279612,-7821.020651499430,-6277.209126949004,-119195.8546233576
13.58333333333,-403.4090559170425,-7467.140882264071,-6045.434532001418,-113893.9140663645
13.66666666667,-411.8470253652413,-8064.476670515893,-6172.006442524581,-122860.1723504442
13.75000000000,-434.8246619446044,-8966.357348030873,-6516.679948289164,-136394.4580621380
13.83333333333,-451.9807333920526,-9380.910834773134,-6774.031677184968,-142618.6811321773
13.91666666667,-445.6447442900474,-8843.957789295748,-6678.997870688523,-134570.2316589109
14.00000000000,-420.9776231408686,-7842.472422950602,-6308.990940875079,-119553.7923702785
14.08333333333,-401.0832283484430,-7327.901619225016,-6010.573661283283,-111841.0438649394
14.16666666667,-405.3303775466209,-7815.954125487509,-6074.285083970565,-119167.5183486792
14.25000000000,-428.0946329621215,-8777.799687662586,-6415.760285199950,-133600.6935806408
14.33333333333,-447.6959545278178,-9316.062030636826,-6709.794176135786,-141679.9637213264
14.41666666667,-445.5158115743527,-8926.353862998274,-6677.102670065551,-135839.7038911289
14.50000000000,-424.5647377719351,-8018.952849276548,-6362.841984175010,-122234.2242354218
14.58333333333,-405.3372791036106,-7469.583888111097,-6074.434433244276,-113999.3909802264
14.66666666667,-406.2045381805667,-7794.421835634525,-6087.452640443421,-118877.7015523192
14.75000000000,-427.5317371304687,-8727.174980977115,-6407.377506155512,-132874.6510905736
14.83333333333,-448.1757636944864,-9330.844742898984,-6717.058296129785,-141935.2373592620
14.91666666667,-449.5803039140553,-9078.537501850673,-6738.144002329907,-138156.1297227611
15.00000000000,-427.7389766352264,-8092.795378752226,-6410.535279483564,-123375.5518111535
15.08333333333,-404.3410096555747,-7375.003809397927,-6059.574169361990,-112614.2808757766
15.16666666667,-400.8020602929968,-7572.544782858347,-6006.502302913122,-115582.9449231763
15.25000000000,-420.4452838565527,-8505.839822879381,-6301.170698104288,-129587.7596280081
15.33333333333,-442.9562425751711,-9226.755228968725,-6638.859476851708,-140406.7162792812
15.41666666667,-448.0277597536721,-9114.335842453112,-6714.954629377686,-138725.5861099715
15.50000000000,-430.5667625528513,-8259.082541789965,-6453.056167731918,-125901.9974621570
15.58333333333,-408.9621027808784,-7547.004192658154,-6128.999654507739,-115226.1052275083
15.66666666667,-402.7280273092527,-7594.249864283955,-6035.504940356212,-115940.1147444523
15.75000000000,-419.9261961629394,-8445.904318714016,-6293.501468905829,-128720.2099258083
15.83333333333,-442.7573285833042,-9210.995879028049,-6635.997606846094,-140201.7769486134
15.91666666667,-451.0187356662205,-9230.784161664476,-6759.946943101514,-140503.7607805054
16.00000000000,-434.8058963352524,-8389.842055748140,-6516.776691758326,-127894.8509989388
16.08333333333,-409.3305937054146,-7498.871505773651,-6134.665121305632,-114535.6031192189
16.16666666667,-398.5691035240508,-7403.498579038072,-5973.262817000846,-113110.3212795924
16.25000000000,-412.6325769294294,-8195.711374525996,-6184.242222446032,-124998.7007166708
16.33333333333,-436.6195793003021,-9065.705432210836,-6544.080433343438,-138053.6344063989
16.41666666667,-448.5330106923095,-9238.109186513322,-6722.815030796692,-140644.6281871270
16.50000000000,-436.4977804833857,-8524.619456011686,-6542.314342308263,-129947.2669111928
16.58333333333,-414.0002971363885,-7690.794247447257,-6204.875484742270,-117444.9753018518
16.66666666667,-401.1577852225856,-7457.260142466932,-6012.262148972271,-113947.0923676459
16.75000000000,-412.6689889351512,-8152.623265656791,-6184.961199825297,-124382.5814434470
16.83333333333,-435.9513263236643,-9023.657788020226,-6534.233337634257,-137452.9970519526
16.91666666667,-450.7209888957255,-9325.898100177708,-6755.816259025879,-141991.4132444382
17.00000000000,-440.9710126543981,-8674.958808721532,-6609.599567230847,-132232.1837198756
17.08333333333,-415.6484838817765,-7693.905627879393,-6229.789190607082,-117521.3732619114
17.16666666667,-398.0982399367378,-7295.356190529717,-5966.563136651244,-111548.1938338490
17.25000000000,-405.8689919448344,-7904.216968102553,-6083.158513217502,-120686.1010336902
17.33333333333,-429.3652379385871,-8848.492333513592,-6435.643225243218,-134855.0784007590
17.41666666667,-447.0764520763748,-9287.958606913455,-6701.354379648216,-141451.8171986107
17.50000000000,-441.3580255439444,-8771.372357561813,-6615.616602064798,-133707.8038418356
17.58333333333,-419.5987728197524,-7876.960014087177,-6289.261243555211,-120296.5235331497
17.66666666667,-401.8904522486033,-7411.989356292403,-6023.669139942811,-113326.9583845332
17.75000000000,-406.4498462242131,-7874.205411153605,-6092.098148416203,-120265.1517758828
17.83333333333,-428.7644506807544,-8800.692773337974,-6426.862185719165,-134167.2742021384
17.91666666667,-447.9598622022718,-9320.675825419146,-6714.840858881505,-141971.7197204722
18.00000000000,-445.7614298742337,-8933.056169922740,-6681.908310448172,-136162.1422180455
18.08333333333,-422.2610781386894,-7925.480086710918,-6329.440952363606,-121053.3528147940
18.16666666667,-400.3381256093024,-7299.834219924684,-6000.632889247760,-111673.6314935502
18.25000000000,-400.3909402425408,-7634.335757601322,-6001.466219525941,-116696.0991737522
18.33333333333,-421.8532802599936,-8596.871787456381,-6323.449873751610,-131138.9396704974
18.41666666667,-443.1443576450073,-9234.364105339311,-6642.868040851550,-140705.9929678342
18.50000000000,-444.8877375592902,-8992.057590191271,-6669.068021211388,-137076.0608327001
18.58333333333,-425.4431385906423,-8096.864413865906,-6377.442718226657,-123652.9516263410
18.66666666667,-404.8210188147856,-7459.322922659612,-6068.152456103840,-114094.7381741390
18.75000000000,-401.8113923240068,-7635.194117973455,-6023.053235708156,-116737.7173223783
18.83333333333,-421.3074649833723,-8541.357995583483,-6315.546568493681,-130334.9550035904
18.91666666667,-443.2549552988156,-9232.905425449937,-6644.815050690475,-140712.8071917265
19.00000000000,-448.3944403492283,-9126.104994125992,-6721.961564596225,-139115.4172714993
19.08333333333,-429.1944207017907,-8201.496254993048,-6434.009628954878,-125251.0238258543
19.16666666667,-404.5028021612424,-7387.597406744901,-6063.680472991154,-113047.4233625033
19.25000000000,-397.1456076605431,-7433.553263277925,-5953.370795171971,-113741.6841164381
19.33333333333,-414.0093548117148,-8300.127493876604,-6206.382476552777,-126745.1162410559
19.41666666667,-437.5590599645125,-9108.546768910224,-6559.688424141575,-138876.0823712229
19.50000000000,-446.1882607759032,-9140.900336113342,-6689.185809685962,-139366.0209247227
19.58333333333,-431.5598665548674,-8358.776814932244,-6469.814040654639,-127638.9040455608
19.66666666667,-409.1971989787069,-7571.260616749156,-6134.424711671688,-115831.0350784686
19.75000000000,-399.4600684221805,-7473.137073378852,-5988.420287553784,-114364.0972228693
19.83333333333,-413.6960672099928,-8245.149373801578,-6202.019248330294,-125949.0834101109
19.91666666667,-437.0049081382114,-9075.686254925442,-6551.715848118407,-138411.7737513022
20.00000000000,-448.8448005591588,-9247.498330578595,-6729.378041576553,-140993.5170036483
20.08333333333,-435.9716837355422,-8501.500828671273,-6536.339992534996,-129808.2032152375
20.16666666667,-410.3511467546243,-7554.050848613686,-6152.086194812370,-115601.2621223683
20.25000000000,-395.7218410393605,-7290.006520491963,-5932.701904049125,-111645.4789614941
20.33333333333,-406.6467643437414,-7996.858403593960,-6096.637418166581,-122253.0406171531
20.41666666667,-430.5551124471107,-8912.464784569338,-6455.330072128855,-135991.7436620768
20.50000000000,-445.8353414730080,-9235.746874873877,-6684.601717553483,-140845.4828574536
20.58333333333,-436.9291777254880,-8613.803556704333,-6551.072966291802,-131520.9101195521
20.66666666667,-414.6587124056461,-7742.590170824043,-6217.075405434407,-118457.4410353033
20.75000000000,-398.9377052225014,-7376.780585460850,-5981.319856767490,-112975.1220678849
20.83333333333,-406.9901944093172,-7961.773403920261,-6102.172240411451,-121754.7660049715
20.91666666667,-429.9157884294488,-8867.164222497900,-6446.126916226780,-135340.2101762937
21.00000000000,-447.3187659996008,-9294.105102919790,-6707.243773125154,-141748.7895888664
21.08333333333,-441.5312660769764,-8806.129013812661,-6619.240826632295,-134097.9068467617
21.16666666667,-417.0847297393808,-7831.584772578326,-6251.427848147222,-119213.2738334548
21.25000000000,-397.0290133975566,-7321.834076172388,-5949.934092290206,-111420.0656846522
21.33333333333,-400.8821521806968,-7804.006302868684,-6007.425407054509,-118582.6649863087
21.41666666667,-423.5668306505893,-8772.960003530035,-6347.592720000632,-133087.4202946944
21.50000000000,-443.3803482833268,-9325.613923688765,-6644.795985436616,-141367.8144228714
21.58333333333,-441.6342462229396,-8953.948005691731,-6618.652118513972,-135793.4178686317
21.66666666667,-420.8121548742756,-8047.933231710628,-6306.388236268165,-122208.7831308025
21.75000000000,-401.4261108408231,-7490.325678170202,-6015.675422336812,-113852.6203336349
21.83333333333,-401.8743939333685,-7800.239406127633,-6022.486294671558,-118510.1467258414
21.91666666667,-423.0491962654633,-8732.740443116687,-6340.202379383380,-132506.5183291064
22.00000000000,-443.8500926298499,-9346.653586333952,-6652.312122315102,-141723.7741609297
22.08333333333,-445.6648304183926,-9110.550532986015,-6679.625832184725,-138190.4747689748
22.16666666667,-424.0623255220294,-8129.917123219231,-6355.674165115039,-123489.0035410979
22.25000000000,-400.5089262609558,-7402.082990399098,-6002.455425210051,-112579.2911590508
22.33333333333,-396.5573701725777,-7583.956562305854,-5943.266188459630,-115314.8206479897
22.41666666667,-415.9462134862534,-8512.255510125864,-6234.188119035996,-129246.3373194382
22.50000000000,-438.5849184447342,-9242.979795083746,-6573.862058041374,-140214.2882425720
22.58333333333,-444.0380774596920,-9146.008509857475,-6655.753689562264,-138767.4448770745
22.66666666667,-426.8489414411300,-8297.507905479957,-6398.010423468596,-126048.8191432611
22.75000000000,-405.1426620575072,-7577.156443288919,-6072.511337082176,-115253.4018103658
22.83333333333,-398.5420047244198,-7609.760844282384,-5973.600544175307,-115752.6404476456
22.91666666667,-415.4303438104112,-8453.381733180633,-6227.031543595983,-128417.2418908957
23.00000000000,-438.3493044056573,-9227.032762899056,-6570.927078970509,-140032.5030522755
23.08333333333,-446.9813955161163,-9262.367598076708,-6700.519421710667,-140573.1394581831
23.16666666667,-431.1253325880627,-8431.841135923711,-6462.784209532732,-128125.7657184883
23.25000000000,-405.5970556232536,-7533.649896367748,-6079.960582874645,-114663.0680196576
23.33333333333,-394.4208938479202,-7420.902662153803,-5912.417668361233,-112981.3960282115
23.41666666667,-408.1597390346498,-8204.771842383521,-6118.602402135881,-124748.1275799469
23.50000000000,-432.1600966070594,-9080.598910015931,-6478.712789867201,-137893.7886824430
23.58333333333,-444.4622029132713,-9270.189721125411,-6663.349864173214,-140746.0446077565
23.66666666667,-432.7349546241065,-8565.266695159349,-6487.543502086320,-130180.9123332809
23.75000000000,-410.2428502302004,-7727.150894721336,-6150.261162547375,-117618.0071319702
23.83333333333,-397.0631774841972,-7478.833488088339,-5952.665029203170,-113901.8458290527
23.91666666667,-408.2325978488074,-8164.130079938237,-6120.308409692166,-124189.3478410711
24.00000000000,-431.4953774670487,-9039.549149541695,-6469.354429520672,-137328.0266233392
24.08333333333,-446.5761393239787,-9356.205819181769,-6695.668676655153,-142084.7170830679
24.16666666667,-437.2129800131274,-8717.935074065321,-6555.318695896970,-132517.1849045185
24.25000000000,-411.9470345633341,-7734.001917433056,-6176.421749409993,-117764.5699176571
24.33333333333,-394.0885866344842,-7321.027310591302,-5908.636301737931,-111576.1622446674
24.41666666667,-401.4632668396652,-7917.040894200416,-6019.351507690848,-120522.2823420678
24.50000000000,-424.8914892914193,-8864.155681405779,-6370.875637672978,-134735.0445300149
24.58333333333,-442.8548097155240,-9316.340242564645,-6640.429189891579,-141524.1839018543
24.66666666667,-437.5360218025430,-8813.817656835348,-6560.749176957966,-133993.0179418951
24.75000000000,-415.8543614354227,-7917.510174929819,-6235.622676708919,-120555.2236288517
24.83333333333,-397.9463692099596,-7442.250712340316,-5967.100178598824,-113433.0634167703
24.91666666667,-402.0692301557625,-7888.719459986002,-6029.043099252702,-120136.4884384762
25.00000000000,-424.2952675801445,-8817.289786918112,-6362.536993755083,-134070.9691981710
25.08333333333,-443.6774382598395,-9347.611127786617,-6653.373255312938,-142031.3249675390
25.16666666667,-441.9165461039227,-8976.348943566536,-6627.060185497851,-136467.7544165749
25.25000000000,-418.5751231244199,-7969.880586744673,-6277.034558118768,-121376.1068973647
25.33333333333,-396.4601662185838,-7333.217542729913,-5945.404479411649,-111831.5478453043
25.41666666667,-396.0801756522879,-7651.663585646746,-5939.801723074825,-116613.4699995139
25.50000000000,-417.3620607878959,-8612.389115408378,-6259.131394689275,-131029.2911040156
25.58333333333,-431.8930366363778,-8986.686064955804,-6477.198111368431,-136648.4851605216
25.66666666667,-417.5521009290353,-8190.617785461966,-6262.182445593198,-124712.2656809328
25.75000000000,-424.7616940386667,-8566.689032854347,-6370.426393223868,-130358.0841748234
25.83333333333,-401.7137907606217,-7592.283976004978,-6024.804903648997,-115746.8714254104
25.91666666667,-397.7840612039428,-7689.588633126143,-5965.957660343945,-117211.2973155976
26.00000000000,-416.9084709277768,-8572.991485449089,-6252.926552868776,-130467.0020438674
26.08333333333,-438.9317144812640,-9266.386303734309,-6583.379928344670,-140872.3791032501
26.16666666667,-444.4289359719385,-9171.136201429303,-6665.941594107555,-139448.0488229914
26.25000000000,-425.5450504563980,-8253.385194727041,-6382.784163263389,-125686.6230005516
26.33333333333,-400.7316818963426,-7428.763941004401,-6010.684006471016,-113322.5957225469
26.41666666667,-392.9776608086293,-7458.191269874909,-5894.476728738937,-113769.4306964661
26.50000000000,-409.5064337188689,-8315.577625742799,-6142.515527221963,-126635.4479014649
26.58333333333,-433.1435016496687,-9132.570362292072,-6497.180957666108,-138895.2578836292
26.66666666667,-442.1521884967918,-9180.677177263744,-6632.419411562532,-139621.6124713471
26.75000000000,-427.8298349644709,-8406.685470240645,-6417.688904260515,-128016.5279283002
26.83333333333,-405.4231642480900,-7612.692014769426,-6081.691650981390,-116111.5155198612
26.91666666667,-395.3098107164517,-7498.624641447357,-5930.095226190344,-114405.3757433746
27.00000000000,-409.2332167440103,-8262.202504999204,-6139.053612335305,-125863.7066385446
27.08333333333,-432.5556453801536,-9098.167302786243,-6488.999690192398,-138407.5872522356
27.16666666667,-444.7702592285077,-9286.371288305239,-6672.328073440675,-141234.9335383077
27.25000000000,-432.2492166070892,-8550.663546887923,-6484.618768711664,-130203.6983407229
27.33333333333,-406.6428720031205,-7598.647923170803,-6100.627820507585,-115928.0301843937
27.41666666667,-391.6375553981545,-7317.886700576876,-5875.653181625567,-111721.2460366693
27.50000000000,-402.2101874930418,-8014.475676890256,-6034.351204512852,-122174.5636290613
27.58333333333,-426.0883716591128,-8934.132188105070,-6392.635266395696,-135973.6571905216
27.66666666667,-441.6850921645816,-9272.109702803878,-6626.697490688726,-141047.4418393352
27.75000000000,-433.1352248552138,-8661.507879917463,-6498.558607857545,-131892.6346976404
27.83333333333,-410.9081667138751,-7787.141398049374,-6165.260067636284,-118781.5568764930
